customer_id,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index,churn_probability,risk_level,retention_strategy
140701,48,Male,Single,High School,2,Salaried,76342,Middle,$60K - $80K,Tier 1,South,Mass,36,Branch,Savings Only,4,Current,Blue,11735.45,0,0,140,1,3736.0,3054.0,23.29,3,211.33,1,11,8,6,112,2536,45,0.791,0.364,1641.0,0,1,0,1,1,0,0,0,0,0,1,1641,1723.0,0.0,0,2,10870.0,247.0,3,83.4,0,13,8,0.962,11,3,2.7,0,53.6,1,0.074,1,20,0,3,1,1,1,0,3.1,-13,5,0,2,1,0,0,31,0,High,Negative,7524,0.0,0.069,10416.0,21,0.0388,46.2,0.99932766,HIGH,Financial advisory support | Cashback and rewards offer
137969,51,Male,Single,High School,1,Salaried,91589,Upper-Middle,$80K - $120K,Tier 3,South,Affluent,38,Referral,Multi-Product,2,Current,Blue,8213.06,0,0,113,1,3555.0,4368.0,22.44,5,460.33,7,6,7,5,97,5524,67,1.054,0.718,28605.0,0,1,0,1,1,0,0,1,1,1,0,28605,2688.0,0.0,1,1,59999.0,1820.0,1,41.9,0,12,6,0.72,101,1,,1,52.1,1,0.15,0,0,0,0,3,1,3,0,3.9,20,5,0,2,2,1,0,329,0,Medium,Negative,7258,0.0,0.102,10780.0,18,0.2385,41.8,0.997152,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
140780,55,Female,Single,Unknown,2,Business Owner,72275,Middle,Unknown,Tier 2,North,HNI,36,Branch,Savings Only,4,Salary,Blue,14058.02,0,0,6,1,5827.0,4297.0,-3.32,3,209.42,1,15,8,5,118,2513,47,0.581,0.424,8696.0,1545,1,1,1,1,1,0,0,1,0,0,10241,1514.0,0.151,0,2,102400.0,4492.0,2,44.7,0,10,9,0.966,21,2,,0,51.7,1,0.051,1,2,0,1,2,2,2,0,3.5,33,2,0,0,4,0,0,102,0,Medium,Positive,6555,0.176,0.109,17429.0,19,0.7458,42.5,0.981217,HIGH,Digital engagement campaign | Cashback and rewards offer
139792,46,Female,Single,Graduate,4,Business Owner,43961,Lower-Middle,$40K - $60K,Tier 1,West,Mass,36,Mobile App,Lending,5,Salary,Blue,5028.37,1,0,68,0,5101.0,6403.0,10.41,3,200.33,6,8,4,3,110,2404,39,0.79,0.56,4262.0,1651,1,0,1,0,0,1,0,0,0,0,5913,1374.0,0.279,0,2,55125.0,2183.0,1,6.1,1,5,6,0.714,12,0,,0,37.9,1,0.491,0,0,0,2,4,0,5,0,1.9,51,6,0,3,1,0,0,212,0,Medium,Positive,3026,0.311,0.186,15445.0,11,0.5959,32.1,0.9589177,HIGH,Digital engagement campaign | Cashback and rewards offer
134868,35,Female,Single,College,1,Self-Employed,26970,Low,Less than $40K,Tier 2,West,Mass,25,Referral,Multi-Product,2,Current,Blue,2564.9,0,0,2,0,3352.0,4109.0,14.52,3,214.67,1,10,5,7,83,2576,42,0.82,0.75,440.0,1791,1,1,1,1,0,0,0,0,1,1,2231,1374.0,0.803,0,4,17270.0,668.0,0,96.5,0,6,12,0.957,1,3,,0,47.3,1,0.236,1,12,0,3,4,0,2,0,2.8,-33,2,0,3,1,1,1,81,1,Medium,Neutral,2206,0.767,0.729,10210.0,18,0.2972,37.6,0.99514365,HIGH,Digital engagement campaign | Cashback and rewards offer
136220,47,Female,Married,Graduate,2,Self-Employed,19898,Low,Less than $40K,Tier 2,East,Affluent,34,Online,Lending,2,Savings,Blue,3293.36,0,0,88,0,1047.0,954.0,19.73,3,192.75,5,11,6,9,82,2313,37,0.717,0.321,210.0,2024,1,1,1,0,0,0,0,0,0,0,2234,1850.0,0.906,0,0,0.0,0.0,0,53.1,0,17,6,0.839,43,3,,0,50.3,1,0.529,4,1,0,0,2,0,1,0,2.5,24,3,0,2,0,0,0,28,1,High,Negative,1416,0.841,0.806,3037.0,23,0.0,37.4,0.9982754,HIGH,Cashback and rewards offer
137672,59,Female,Married,Post-Graduate,0,Salaried,49702,Lower-Middle,$40K - $60K,Tier 2,North,HNI,40,Branch,Savings Only,1,Savings,Blue,12109.12,0,1,249,1,1549.0,1313.0,21.63,1,57.42,1,10,9,6,134,689,23,1.038,0.353,1438.3,0,0,1,1,0,0,1,0,1,1,0,1438,500.0,0.0,0,1,69094.0,1895.0,1,20.7,0,13,8,0.962,21,1,2.2,0,52.7,1,0.152,2,22,0,1,1,1,2,0,1.9,-9,5,0,2,1,1,0,3,1,High,Negative,4106,0.072,0.063,4489.0,21,0.4575,44.8,0.9994363,HIGH,Financial advisory support | Cashback and rewards offer
134471,58,Male,Single,Uneducated,2,Salaried,175097,High,$120K +,Tier 1,West,HNI,46,Online,Savings Only,2,Current,Blue,42843.51,0,0,54,1,5651.0,6115.0,4.71,4,180.92,3,17,4,7,101,2171,48,0.542,0.778,16163.0,0,1,0,1,0,1,0,0,1,1,1,16163,1586.0,0.0,0,1,51157.0,1928.0,3,34.7,0,13,7,0.903,12,3,,1,59.8,1,0.325,3,8,0,0,4,0,3,1,1.4,-47,2,0,4,3,0,0,42,1,Not Aware,Negative,17121,0.059,0.109,16293.0,20,0.1321,51.4,0.9963356,HIGH,Cashback and rewards offer | Relationship manager intervention
136273,56,Male,Single,High School,2,Salaried,157562,High,$120K +,Tier 3,East,HNI,46,Branch,Lending,2,Savings,Blue,38831.82,0,0,78,1,4840.0,6264.0,23.86,3,182.08,2,11,4,3,121,2185,41,0.598,0.864,7327.0,0,1,0,1,0,1,0,0,1,1,0,7327,1613.0,0.0,0,2,22342.0,933.0,1,53.2,0,11,7,0.9,6,2,2.9,0,48.9,1,0.294,1,2,0,3,4,3,6,0,2.8,-15,5,0,0,0,1,1,12,0,High,Neutral,14080,0.0,0.06,14440.0,18,0.0711,36.2,0.99668545,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
136578,48,Female,Single,Unknown,1,Salaried,18000,Low,Less than $40K,Tier 3,North,Affluent,40,Branch,Lending,3,Savings,Blue,1488.05,0,1,42,0,13043.0,15703.0,23.94,4,206.92,3,10,10,6,33,2483,50,0.739,0.471,734.0,2517,1,0,1,0,0,0,0,0,1,0,3251,1465.0,0.774,0,3,0.0,0.0,0,41.9,0,12,10,0.897,22,2,2.7,0,50.2,1,0.287,2,2,1,3,2,0,4,0,1.9,19,2,0,3,0,1,0,321,1,Not Aware,Negative,1095,0.721,0.635,37046.0,22,0.0,37.4,0.9938075,HIGH,Financial advisory support | Cashback and rewards offer
138866,45,Male,Single,Graduate,1,Homemaker,65133,Middle,$60K - $80K,Tier 2,North,Mass,41,Branch,Savings Only,2,Current,Blue,8038.25,1,0,22,0,5040.0,6903.0,-0.46,2,96.0,6,12,9,6,97,1152,28,0.0,0.0,7391.0,2513,1,1,1,0,0,0,0,0,0,1,9904,646.0,0.254,0,2,0.0,0.0,0,47.0,0,15,11,0.818,14,1,3.5,0,48.1,1,0.514,4,10,2,0,2,0,4,0,1.5,-14,5,0,3,2,1,0,160,0,High,Negative,4667,0.329,0.187,15227.0,26,0.0,42.1,0.9924374,HIGH,Priority complaint resolution | Cashback and rewards offer
137604,53,Female,Married,High School,3,Business Owner,23083,Low,Less than $40K,Tier 2,South,Affluent,41,Online,Savings Only,3,Savings,Blue,2195.5,1,0,61,1,8519.0,9997.0,21.95,3,192.67,1,19,7,6,90,2312,43,0.845,0.303,1547.0,0,0,1,1,0,0,0,0,0,0,0,1547,1624.0,0.0,0,1,0.0,0.0,0,49.2,0,17,12,0.97,17,1,,0,57.8,1,0.537,5,1,1,1,2,2,2,1,1.9,78,1,0,1,1,1,1,67,0,Not Aware,Negative,1753,0.001,0.048,26493.0,29,0.0,44.2,0.99488884,HIGH,Financial advisory support | Cashback and rewards offer | Relationship manager intervention
135091,49,Female,Single,Post-Graduate,3,Salaried,36550,Lower-Middle,Less than $40K,Tier 1,Central,Mass,35,Mobile App,Savings Only,5,Savings,Blue,4170.34,1,0,1,1,4022.0,4319.0,2.39,4,178.67,8,8,5,6,43,2144,51,0.533,0.545,1299.0,915,0,0,1,0,1,0,1,0,0,0,2214,1390.0,0.413,0,1,23786.0,612.0,2,40.9,0,17,7,0.704,71,2,,0,46.1,1,0.149,2,39,1,4,2,1,4,0,3.7,-54,3,0,1,1,0,0,1,1,Low,Positive,3515,0.391,0.411,11824.0,24,0.2009,33.7,0.97029537,HIGH,Cashback and rewards offer
133807,52,Male,Single,College,2,Retired,190779,High,$120K +,Tier 1,South,HNI,32,DSA,Savings Only,4,Savings,Blue,18336.94,0,0,41,1,5111.0,3640.0,5.72,5,657.17,4,18,10,5,91,7886,64,0.713,0.882,4935.0,0,1,1,1,0,0,0,0,0,1,0,4935,5182.0,0.0,1,2,0.0,0.0,0,51.5,0,10,13,0.892,17,1,4.5,0,48.0,1,0.265,1,7,0,2,1,0,3,0,4.2,-31,2,0,0,0,1,0,25,1,High,Negative,20090,0.03,0.078,15391.0,23,0.0,36.9,0.91155386,HIGH,Cashback and rewards offer
135133,41,Female,Single,Uneducated,4,Homemaker,21094,Low,Less than $40K,Tier 1,North,Mass,36,Mobile App,Lending,3,Current,Gold,1290.18,0,0,17,0,7216.0,5162.0,0.15,6,652.67,2,11,7,5,105,7832,73,0.598,0.78,15987.0,0,1,0,1,0,0,0,0,0,1,0,15987,3949.0,0.0,0,1,0.0,0.0,0,28.1,0,8,4,0.92,8,1,,1,59.2,1,0.586,2,4,0,4,3,0,3,0,1.6,-17,1,0,3,0,1,1,365,0,Medium,Negative,1539,0.0,0.127,20816.0,12,0.0,54.9,0.98982203,HIGH,Digital engagement campaign | Cashback and rewards offer
140540,49,Female,Married,High School,3,Student,77192,Middle,Unknown,Tier 1,Central,Mass,36,Branch,Multi-Product,2,Savings,Silver,10504.29,0,0,52,0,3207.0,4431.0,18.49,4,398.08,3,12,5,8,94,4777,51,0.977,0.457,33243.0,1273,1,0,1,0,1,1,0,1,0,0,34516,3126.0,0.037,1,2,123800.0,2875.0,4,33.0,0,11,2,0.893,19,1,,0,46.8,1,0.328,2,12,1,1,3,0,4,0,3.7,-14,5,0,2,0,0,0,44,0,Medium,Negative,7229,0.096,0.09,9474.0,13,0.4469,40.8,0.99862266,HIGH,Digital engagement campaign | Cashback and rewards offer
137093,52,Female,Divorced,Uneducated,4,Salaried,31602,Lower-Middle,Unknown,Tier 2,North,Affluent,42,Branch,Lending,4,Savings,Blue,4729.9,0,0,11,0,5803.0,4326.0,27.21,6,677.25,2,10,10,7,123,8127,74,0.898,0.805,12091.0,0,1,0,1,0,1,0,0,0,0,0,12091,3948.0,0.0,1,2,55405.0,1312.0,1,44.5,1,8,6,0.931,11,3,2.6,1,62.1,1,0.035,4,19,0,0,1,0,2,1,2.3,-37,2,0,2,1,0,0,33,1,High,Negative,2095,0.0,0.0,18213.0,14,0.4982,54.0,0.9974554,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer | Relationship manager intervention
140328,41,Male,Single,Uneducated,5,Salaried,82409,Upper-Middle,$80K - $120K,Tier 2,Central,Affluent,32,DSA,Savings Only,4,Savings,Blue,7195.82,0,1,218,1,6730.0,5987.0,24.06,7,717.25,0,15,8,1,99,8607,90,0.995,0.957,12094.0,0,1,0,1,1,0,0,0,0,0,0,12094,5389.0,0.0,0,3,35691.0,1472.0,1,41.5,0,14,3,1.0,74,1,4.6,1,67.2,1,0.053,4,1,0,1,3,0,6,1,2.9,69,3,0,1,2,1,0,61,0,Low,Positive,5622,0.0,0.0,21192.0,17,0.2143,57.8,0.98021895,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer | Relationship manager intervention
137383,56,Male,Married,College,1,Homemaker,71692,Middle,$60K - $80K,Tier 2,West,HNI,44,Branch,Savings Only,5,Salary,Blue,14192.79,0,1,365,1,6334.0,4511.0,9.09,1,55.0,1,13,6,3,115,660,17,0.701,0.308,1704.0,0,1,0,1,1,1,1,0,1,1,0,1704,500.0,0.0,0,2,91810.0,2748.0,2,57.5,0,8,5,0.957,6,2,,0,49.8,1,0.186,3,33,0,2,3,2,3,0,4.7,-59,3,0,3,1,0,0,69,0,High,Negative,6266,0.0,0.059,20174.0,13,0.46,42.0,0.9984937,HIGH,Digital engagement campaign | Cashback and rewards offer
134163,46,Male,Single,Uneducated,4,Homemaker,87219,Upper-Middle,$80K - $120K,Tier 2,Central,HNI,41,Online,Multi-Product,6,Savings,Gold,18093.18,1,0,256,1,2689.0,2672.0,29.85,3,165.75,2,20,4,7,102,1989,47,0.591,0.741,33412.0,1104,1,0,1,1,0,0,0,1,1,1,34516,1296.0,0.032,1,2,27636.0,867.0,1,51.8,0,9,9,0.939,27,1,,1,58.4,1,0.573,3,19,2,2,2,2,3,1,4.1,0,8,0,4,0,1,1,9,1,Medium,Negative,6454,0.04,0.0,8310.0,18,0.1193,56.6,0.9836881,HIGH,Priority complaint resolution | Digital engagement campaign | Financial advisory support | Cashback and rewards offer | Relationship manager intervention
134148,41,Female,Single,High School,4,Retired,25169,Low,Less than $40K,Tier 2,East,Mass,36,Branch,Multi-Product,6,Salary,Blue,3290.61,0,0,85,0,2676.0,2962.0,0.86,5,733.17,4,11,8,5,113,8798,67,0.978,0.675,4720.0,0,1,0,1,0,0,0,0,0,1,0,4720,4956.0,0.0,0,2,0.0,0.0,0,51.1,0,19,5,0.857,10,3,,1,60.0,1,0.125,1,13,0,2,3,0,3,0,2.5,45,1,0,3,0,1,0,173,0,Medium,Negative,1991,0.0,0.048,8484.0,24,0.0,60.0,0.99428964,HIGH,Cashback and rewards offer
138179,47,Male,Married,Unknown,2,Self-Employed,92654,Upper-Middle,$80K - $120K,Tier 2,North,Affluent,37,Mobile App,Multi-Product,2,Savings,Blue,10172.19,1,0,24,0,6195.0,5873.0,-3.21,1,69.67,3,12,9,1,97,836,18,0.696,0.385,3821.0,1628,1,0,1,0,0,1,1,0,1,0,5449,611.0,0.299,1,3,41414.0,1560.0,2,21.7,0,6,7,0.88,53,1,,1,55.6,1,0.192,3,4,1,0,3,0,3,1,3.1,0,6,0,1,2,1,0,63,1,Medium,Positive,7460,0.252,0.342,19299.0,13,0.202,47.1,0.9948285,HIGH,Digital engagement campaign | Cashback and rewards offer | Relationship manager intervention
138400,43,Female,Single,High School,3,Homemaker,46014,Lower-Middle,$40K - $60K,Tier 1,North,Mass,34,Online,Savings Only,1,Savings,Blue,4081.54,0,1,52,1,6441.0,5679.0,21.78,3,173.83,3,13,11,5,91,2086,47,0.586,0.621,180.0,1474,1,0,1,1,0,0,1,0,0,1,1654,852.0,0.891,0,2,70002.0,2513.0,3,40.1,0,16,7,0.906,72,0,,1,61.2,1,0.056,1,1,0,1,2,0,3,0,1.0,0,3,0,1,0,0,0,245,1,Medium,Negative,3394,0.824,0.671,19693.0,23,0.6554,57.3,0.99768245,HIGH,Financial advisory support | Cashback and rewards offer
135962,50,Female,Married,High School,3,Self-Employed,34476,Lower-Middle,Less than $40K,Tier 1,South,Affluent,33,Online,Lending,3,Salary,Blue,4408.43,0,1,154,1,9484.0,9498.0,18.23,4,242.92,2,11,7,3,109,2915,50,0.765,0.316,2140.0,0,1,0,1,0,0,1,0,1,1,0,2140,1371.0,0.0,0,1,6907.0,197.0,1,69.9,0,12,8,0.913,79,4,,0,49.5,1,0.154,2,2,0,3,4,1,2,0,2.4,-12,3,0,1,0,0,0,23,0,High,Negative,3208,0.0,0.086,28903.0,20,0.0686,44.0,0.9987649,HIGH,Cashback and rewards offer
140556,53,Male,Single,Post-Graduate,1,Salaried,66538,Middle,$60K - $80K,Tier 3,West,Affluent,46,Branch,Lending,6,Salary,Blue,12510.98,1,0,17,1,3350.0,2930.0,4.9,3,226.67,3,11,8,4,77,2720,46,0.839,0.484,2497.0,2076,0,1,1,0,1,0,0,0,1,0,4573,1274.0,0.454,0,1,223674.0,8298.0,4,63.8,0,10,7,0.885,35,1,,0,48.2,1,0.209,4,2,1,3,4,0,2,0,4.1,55,5,0,3,3,1,0,148,0,High,Negative,4992,0.496,0.453,9970.0,17,1.4965,30.9,0.9983077,HIGH,Digital engagement campaign | Cashback and rewards offer
138137,51,Female,Married,Uneducated,3,Retired,30992,Lower-Middle,Less than $40K,Tier 3,West,Affluent,33,Branch,Premium,3,Savings,Blue,2506.77,0,0,128,0,14422.0,15306.0,20.98,5,673.17,3,12,9,3,106,8078,62,0.873,0.722,7428.0,0,1,0,1,0,0,0,0,0,0,0,7428,4097.0,0.0,1,4,0.0,0.0,0,38.4,0,7,7,0.889,27,1,,1,54.7,1,0.082,1,1,0,0,3,0,2,0,3.8,-41,5,0,1,2,0,0,22,0,High,Negative,2722,0.038,0.178,43200.0,14,0.0,51.8,0.9956637,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
139331,57,Female,Single,Graduate,0,Salaried,44600,Lower-Middle,Less than $40K,Tier 3,South,Mass,45,Mobile App,Multi-Product,4,Savings,Blue,11694.63,0,1,27,0,8568.0,11469.0,28.68,3,206.42,2,7,5,8,95,2477,42,0.646,0.615,506.0,2517,1,0,1,0,0,0,0,1,0,0,3023,1288.0,0.833,1,1,0.0,0.0,0,54.9,0,17,5,0.909,12,2,,1,63.8,1,0.128,3,2,2,1,3,0,3,1,1.0,-24,7,0,3,0,1,0,7,1,Medium,Positive,4827,0.825,0.573,26448.0,22,0.0,62.2,0.9877039,HIGH,Priority complaint resolution | Financial advisory support | Cashback and rewards offer | Relationship manager intervention
136717,55,Female,Married,Unknown,4,Salaried,57389,Middle,$40K - $60K,Tier 1,South,Affluent,45,Branch,Savings Only,2,Current,Blue,11931.26,0,2,42,1,6394.0,7781.0,29.0,1,51.25,3,6,3,6,130,615,12,0.585,0.714,2158.0,0,1,1,1,0,0,1,1,0,0,0,2158,500.0,0.0,0,0,64828.0,3157.0,1,42.2,0,19,7,0.833,79,0,,1,59.9,1,0.348,3,42,0,1,3,0,2,0,2.8,11,2,0,1,3,1,0,92,1,Medium,Neutral,5800,0.0,0.131,19623.0,26,0.6601,52.3,0.9969668,HIGH,Financial advisory support | Cashback and rewards offer
133748,43,Female,Single,Graduate,3,Salaried,19873,Low,Less than $40K,Tier 3,South,HNI,38,Branch,Multi-Product,5,Savings,Blue,3634.44,0,0,33,1,7220.0,8365.0,4.2,2,204.08,2,9,9,6,81,2449,27,1.214,0.038,2089.0,1986,1,0,1,1,0,0,0,0,1,0,4075,1528.0,0.487,0,1,49689.0,2413.0,0,6.6,0,13,5,0.923,21,1,2.6,0,48.3,1,0.33,5,9,1,3,4,1,2,2,1.0,-20,4,0,2,1,1,0,37,0,High,Negative,1414,0.449,0.398,21110.0,18,1.4571,42.2,0.9979931,HIGH,Digital engagement campaign | Cashback and rewards offer | Relationship manager intervention
141051,40,Female,Married,Doctorate,3,Salaried,27035,Low,Less than $40K,Tier 3,North,Affluent,21,Referral,Multi-Product,5,Current,Blue,1719.26,0,0,38,1,3414.0,3452.0,22.32,3,182.58,1,13,3,4,62,2191,38,0.41,0.357,1728.0,0,1,1,1,0,0,1,0,0,0,1,1728,1287.0,0.0,0,4,198385.0,5110.0,1,52.3,0,11,4,0.952,26,2,4.2,0,47.4,1,0.732,1,7,0,1,2,1,4,0,1.8,-16,8,0,3,0,0,0,66,0,High,Neutral,2214,0.036,0.058,10146.0,15,2.2682,35.6,0.9993068,HIGH,Digital engagement campaign | Financial advisory support | Cashback and rewards offer
133127,45,Female,Divorced,High School,2,Retired,18000,Low,Unknown,Tier 1,East,Affluent,36,Referral,Multi-Product,6,Salary,Blue,1822.88,1,0,68,0,4475.0,5309.0,18.31,2,95.17,1,6,4,2,123,1142,33,0.717,0.32,14639.0,2517,1,1,1,0,0,0,1,0,0,0,17156,886.0,0.147,1,1,0.0,0.0,0,42.7,0,17,8,0.923,29,2,3.0,1,64.6,1,0.137,0,0,0,0,3,0,1,0,3.2,43,11,0,0,0,1,0,29,0,Medium,Positive,1000,0.074,0.146,13978.0,25,0.0,64.8,0.99345136,HIGH,Cashback and rewards offer
138705,44,Female,Unknown,High School,4,Business Owner,32158,Lower-Middle,Less than $40K,Tier 1,West,Mass,38,DSA,Multi-Product,2,Current,Blue,2062.65,0,0,147,1,7348.0,6533.0,8.48,3,214.67,3,10,5,7,76,2576,42,0.828,0.5,111.0,2505,1,0,1,1,0,0,1,0,1,0,2616,1682.0,0.958,0,1,46923.0,1208.0,0,63.9,0,11,6,0.88,41,1,,1,53.0,1,0.064,2,9,1,1,3,4,6,0,2.5,-43,4,0,5,2,0,0,47,0,Medium,Negative,2880,0.843,0.806,21898.0,17,0.4508,49.5,0.9682377,HIGH,Digital engagement campaign | Cashback and rewards offer
133539,47,Male,Divorced,Doctorate,2,Self-Employed,95993,Upper-Middle,$80K - $120K,Tier 3,West,Mass,32,Mobile App,Lending,1,Savings,Blue,6773.3,0,0,22,1,3684.0,3881.0,19.97,3,199.0,6,12,4,6,102,2388,42,0.454,0.5,1438.3,0,1,1,1,0,1,0,0,1,1,0,1438,1487.0,0.0,0,2,45913.0,2053.0,2,28.7,0,13,4,0.786,25,2,2.5,1,55.7,1,0.164,2,4,0,1,3,1,1,0,2.1,45,2,0,3,0,0,0,145,0,High,Negative,8114,0.0,0.054,11217.0,17,0.2566,49.9,0.99925894,HIGH,Digital engagement campaign | Cashback and rewards offer
135487,57,Male,Married,Graduate,3,Business Owner,177636,High,$120K +,Tier 1,North,HNI,38,Online,Lending,2,Savings,Blue,26857.02,0,0,101,1,12011.0,13458.0,22.31,1,56.5,3,15,3,7,110,678,11,0.798,0.833,6868.0,1381,1,1,1,0,0,0,0,1,1,0,8249,500.0,0.167,0,0,0.0,0.0,0,79.0,0,11,9,0.893,66,1,1.6,1,60.6,1,0.214,4,28,0,1,3,0,3,0,2.1,-5,1,0,1,0,1,0,347,0,High,Positive,17586,0.134,0.144,37411.0,20,0.0,56.0,0.99120456,HIGH,Financial advisory support | Cashback and rewards offer
136831,50,Male,Single,Unknown,1,Salaried,163784,High,$120K +,Tier 2,North,HNI,39,Branch,Savings Only,3,Savings,Blue,19521.47,1,0,41,1,3671.0,4237.0,15.26,2,95.75,2,12,4,6,68,1149,25,1.048,0.562,25375.0,2137,1,1,1,0,0,1,0,1,1,0,27512,794.0,0.078,0,5,114443.0,5011.0,1,30.9,0,12,4,0.917,31,3,3.5,0,50.5,1,0.201,4,1,1,5,3,0,3,0,3.5,-1,5,0,1,0,1,0,365,0,High,Neutral,15125,0.151,0.05,10563.0,16,0.3671,37.6,0.99859446,HIGH,Digital engagement campaign | Cashback and rewards offer
139678,38,Female,Single,Graduate,2,Self-Employed,81147,Upper-Middle,Unknown,Tier 2,South,Affluent,24,Mobile App,Savings Only,3,Savings,Blue,3686.85,0,0,23,0,8170.0,10304.0,11.91,3,172.17,4,14,9,4,89,2066,45,0.688,0.25,1644.0,570,0,0,1,0,0,1,0,1,0,0,2214,1177.0,0.257,0,1,46010.0,1211.0,3,64.2,0,23,5,0.871,22,2,,1,64.4,1,0.012,3,7,0,1,3,0,2,1,2.5,-26,3,0,1,1,1,0,106,1,Medium,Negative,7792,0.251,0.292,24786.0,28,0.1791,63.0,0.98983616,HIGH,Cashback and rewards offer | Relationship manager intervention
139113,37,Male,Unknown,Uneducated,2,Salaried,46404,Lower-Middle,$40K - $60K,Tier 3,South,HNI,36,Online,Multi-Product,2,Savings,Blue,4890.73,0,0,9,1,2409.0,3180.0,25.94,2,142.83,1,11,5,2,91,1714,32,0.446,0.391,1529.0,1721,1,1,1,0,0,0,0,1,0,1,3250,895.0,0.53,0,5,0.0,0.0,0,25.0,0,16,13,0.947,63,1,2.5,0,49.3,1,0.244,1,53,0,1,2,2,2,0,2.2,40,6,0,1,0,0,0,115,0,High,Positive,3467,0.504,0.542,7082.0,29,0.0,44.7,0.9975121,HIGH,Financial advisory support | Cashback and rewards offer
141063,51,Male,Single,Graduate,4,Salaried,101534,Upper-Middle,$80K - $120K,Tier 1,South,HNI,42,DSA,Lending,6,Salary,Silver,12853.68,0,0,27,1,3133.0,4053.0,0.64,5,719.08,1,12,5,4,136,8629,65,1.004,0.548,34286.0,230,0,1,1,1,1,0,0,1,1,1,34516,4708.0,0.007,0,2,81370.0,3518.0,2,61.9,0,19,5,0.955,26,1,5.0,0,53.7,1,0.046,1,14,0,1,2,0,5,0,1.8,26,9,0,2,1,0,0,137,1,High,Positive,9257,0.0,0.224,9536.0,24,0.4158,48.2,0.9983759,HIGH,Cashback and rewards offer
138243,51,Female,Single,High School,1,Salaried,37575,Lower-Middle,Less than $40K,Tier 3,West,Mass,33,Mobile App,Savings Only,6,Savings,Blue,3176.14,0,0,14,1,3599.0,3087.0,3.32,3,230.0,3,14,6,4,102,2760,38,1.043,0.652,398.0,1608,1,0,1,0,0,0,0,0,0,0,2006,1997.0,0.802,1,1,0.0,0.0,0,57.2,0,15,7,0.889,21,0,2.4,0,49.3,1,0.374,0,0,0,0,3,1,1,0,3.1,26,3,0,0,1,0,0,261,1,Not Aware,Negative,3671,0.756,0.567,10301.0,22,0.0,46.9,0.98345655,HIGH,Cashback and rewards offer
139186,47,Female,Unknown,Graduate,3,Salaried,31522,Lower-Middle,Less than $40K,Tier 2,South,Mass,38,Branch,Savings Only,2,Current,Blue,4749.46,0,0,109,1,4089.0,5247.0,2.9,4,229.25,3,10,9,6,65,2751,49,0.748,1.042,648.0,2517,1,0,1,1,0,0,0,0,0,0,3165,1819.0,0.795,0,4,46631.0,1762.0,4,98.2,0,13,8,0.893,52,0,,0,46.9,1,0.102,1,2,0,2,3,4,3,0,1.6,43,3,0,0,1,0,0,68,0,High,Positive,2793,0.791,0.675,12778.0,21,0.6708,45.3,0.8533501,HIGH,Cashback and rewards offer
134692,33,Female,Married,Graduate,2,Salaried,33838,Lower-Middle,Less than $40K,Tier 1,East,Mass,20,Referral,Savings Only,3,NRE/NRO,Blue,1949.87,0,1,158,0,5143.0,5767.0,8.24,3,243.08,0,7,5,4,69,2917,37,1.012,0.682,3202.0,0,0,0,1,0,1,0,1,0,0,0,3202,1987.0,0.0,1,1,312369.0,12937.0,0,41.7,0,15,8,1.0,8,1,,0,57.6,1,0.016,2,3,1,1,5,0,0,0,1.1,18,3,0,1,0,0,0,256,0,Medium,Neutral,3116,0.0,0.008,15530.0,23,4.5879,49.1,0.9964812,HIGH,Cashback and rewards offer
